student_id,first_name,last_name,email,done_sports,cgpa,credits_taken,address
878161,Fina,Etherington,fetherington6i@yelp.com,true,1.22,92,Suite 17
676689,Cahra,Dabernott,cdabernott6j@gmpg.org,true,9.86,52,PO Box 71587
408589,Kellby,Magister,kmagister6k@google.cn,false,1.02,8,PO Box 73235
897185,Luciano,Peskett,lpeskett6l@com.com,false,3.57,85,Room 1247
594000,Rainer,Larwell,rlarwell6m@microsoft.com,true,8.22,57,Suite 99
856836,Wittie,Child,wchild6n@purevolume.com,false,5.25,120,Suite 66
448165,Maxie,Dollard,mdollard6o@imdb.com,false,6.92,93,Suite 47
812016,Auroora,Grice,agrice6p@amazonaws.com,false,5.27,51,Suite 42
191601,Yank,Sline,ysline6q@furl.net,true,9.65,73,Apt 112
143644,Shelley,Bathersby,sbathersby6r@phpbb.com,false,2.89,43,PO Box 48598
740916,Cyndi,Springford,cspringford6s@4shared.com,true,6.45,13,7th Floor
135402,Brett,Maw,bmaw6t@google.ru,false,3.17,76,16th Floor
639340,Antonia,Mix,amix6u@google.fr,false,6.03,52,Apt 425
426389,Sidney,Lapere,slapere6v@angelfire.com,true,8.3,117,PO Box 66125
405882,Lodovico,Edwardes,ledwardes6w@google.com.hk,false,3.19,33,PO Box 67048
284783,Maddie,MacRonald,mmacronald6x@ameblo.jp,false,9.02,108,Suite 71
558627,Billy,Bruniges,bbruniges6y@arizona.edu,true,8.03,22,16th Floor
555814,Dody,Gaddesby,dgaddesby6z@chron.com,true,7.11,137,Room 1858
082363,Gardie,Grinnov,ggrinnov70@state.tx.us,true,5.54,78,Apt 1450
691116,Fernanda,Windram,fwindram71@mayoclinic.com,true,5.25,120,Apt 1067
903075,Kerwinn,Trevorrow,ktrevorrow72@typepad.com,true,5.76,103,PO Box 85848
141564,Joli,Bedwell,jbedwell73@cmu.edu,false,8.59,58,Apt 199
159294,Bren,Daldan,bdaldan74@narod.ru,false,0.2,148,Apt 1320
428516,Gigi,Ethersey,gethersey75@redcross.org,true,8.79,121,Suite 92
373454,Lee,Swinburne,lswinburne76@goo.ne.jp,true,7.57,97,Apt 1979
851279,Norine,Haddick,nhaddick77@people.com.cn,true,3.56,144,Suite 100
058914,Hyman,Harniman,hharniman78@sakura.ne.jp,false,2.35,122,Room 1244
826264,Rafe,Hurton,rhurton79@washingtonpost.com,false,6.67,59,Suite 92
370090,Ferrell,Matzke,fmatzke7a@dedecms.com,false,3.75,67,Suite 4
155042,Claude,Beavington,cbeavington7b@jigsy.com,true,3.7,137,Apt 871
553880,Evelin,Fitzsymonds,efitzsymonds7c@fotki.com,false,6.31,149,Suite 78
290332,Floyd,Mosedale,fmosedale7d@icq.com,false,6.15,83,9th Floor
566328,Jacquenetta,Runnicles,jrunnicles7e@arstechnica.com,false,6.86,104,Room 582
515096,Ernesto,Harrinson,eharrinson7f@phpbb.com,true,6.35,127,PO Box 18722
982953,Anya,Bolzen,abolzen7g@edublogs.org,true,2.1,132,16th Floor
801337,Blinny,Jillett,bjillett7h@cbsnews.com,true,3.8,126,Apt 1780
446891,Rod,Jendrys,rjendrys7i@cornell.edu,false,8.11,104,Apt 1954
154754,Odelia,Meni,omeni7j@simplemachines.org,false,7.08,109,Apt 186
451911,Morrie,Keightley,mkeightley7k@xrea.com,true,0.42,99,Suite 8
254522,Edna,Swaby,eswaby7l@xrea.com,true,6.72,52,2nd Floor
526436,Morrie,Broadfoot,mbroadfoot7m@oakley.com,false,5.92,88,Suite 38
103415,Gerrard,Worgen,gworgen7n@tmall.com,false,6.77,88,Room 1312
269002,Russell,Kettlestring,rkettlestring7o@state.gov,true,9.44,53,Room 28
145080,Brockie,Knee,bknee7p@mozilla.org,true,8.71,116,Room 682
005939,Felipe,Petrazzi,fpetrazzi7q@posterous.com,true,1.82,114,Room 853
403440,Rozina,Sange,rsange7r@mozilla.org,true,9.93,27,Suite 13
503904,Kristoffer,McGinly,kmcginly7s@ted.com,false,3.29,42,19th Floor
854682,Zack,Bowes,zbowes7t@google.co.uk,false,6.9,81,Room 904
907470,Kincaid,Hought,khought7u@amazonaws.com,false,3.27,130,Apt 1664
531387,Judye,Sellen,jsellen7v@businesswire.com,false,4.83,51,Suite 96
315284,April,Pauli,apauli7w@businessinsider.com,false,2.75,84,Suite 33
665981,Vilhelmina,Oakes,voakes7x@live.com,false,1.04,20,Room 492
278027,Cassandra,Clarkson,cclarkson7y@yandex.ru,true,1.9,116,Suite 14
868710,Arabella,Gilbart,agilbart7z@mapquest.com,false,9.62,107,17th Floor
102632,Stavro,Skillett,sskillett80@fastcompany.com,true,0.02,127,9th Floor
662145,Phedra,Frigot,pfrigot81@amazon.co.uk,true,1.34,114,Suite 54
922813,Mikel,Kittman,mkittman82@aboutads.info,true,5.7,60,Suite 28
251430,Malachi,Drinnan,mdrinnan83@jigsy.com,true,2.68,17,Suite 11
967567,Lanette,Wattisham,lwattisham84@opensource.org,true,2.73,114,PO Box 68648
996761,Berte,Alfonsini,balfonsini85@craigslist.org,false,7.65,145,8th Floor
980052,Bibi,Sandle,bsandle86@myspace.com,true,1.76,6,Apt 529
798084,Evangelin,Lemoir,elemoir87@slate.com,true,6.08,35,7th Floor
575405,Bartlet,Bowton,bbowton88@sourceforge.net,false,3.19,10,PO Box 89185
862252,Rianon,Bertomeu,rbertomeu89@auda.org.au,false,9.14,106,Apt 1813
479810,Ginnifer,Barbrick,gbarbrick8a@comsenz.com,true,2.04,60,Room 54
398093,Birgit,Peaple,bpeaple8b@com.com,false,0.32,64,Suite 28
603019,Maggy,Downage,mdownage8c@oakley.com,false,5.25,12,PO Box 26049
023033,Inessa,Wield,iwield8d@zimbio.com,false,8.37,11,Suite 11
927028,Hebert,Jakubovsky,hjakubovsky8e@nbcnews.com,false,6.02,116,Suite 49
448117,Nevins,Kamen,nkamen8f@jugem.jp,false,4.17,126,Room 296
624212,Basile,Parlett,bparlett8g@sitemeter.com,false,6.01,146,Room 79
225626,Kerry,Verrill,kverrill8h@twitter.com,true,5.69,37,Room 1950
975028,Odessa,Singers,osingers8i@youku.com,true,9.94,1,Apt 1547
592502,Modesta,Scimonelli,mscimonelli8j@google.ca,true,8.46,26,Suite 83
147183,Blair,Caulder,bcaulder8k@army.mil,false,3.53,17,Room 1954
871833,Selestina,Follit,sfollit8l@phoca.cz,false,4.81,86,PO Box 34723
238109,Wallache,Gowdy,wgowdy8m@dot.gov,true,5.07,106,Suite 8
654871,Yolande,Laverock,ylaverock8n@live.com,false,9.55,82,13th Floor
006238,Frances,Vesco,fvesco8o@usatoday.com,true,5.83,134,Room 147
232091,Raul,Tidder,rtidder8p@skyrock.com,true,3.85,87,PO Box 89642
940842,Matti,Sayward,msayward8q@who.int,false,9.75,37,20th Floor
741056,Corly,Whetson,cwhetson8r@pagesperso-orange.fr,false,0.86,64,PO Box 94973
385678,Constance,Gonthard,cgonthard8s@ocn.ne.jp,true,8.93,7,Apt 1921
731413,Dennis,De Winton,ddewinton8t@facebook.com,false,7.14,129,Apt 622
404673,Carmita,Kundt,ckundt8u@admin.ch,false,9.75,43,14th Floor
467906,Selma,Collyear,scollyear8v@epa.gov,false,6.93,48,Room 1528
139477,Fairlie,Semonin,fsemonin8w@barnesandnoble.com,false,1.29,22,Suite 71
259719,Cinderella,Wibrew,cwibrew8x@tinyurl.com,true,8.01,104,Room 769
526776,Juana,Bonnesen,jbonnesen8y@java.com,false,5.59,35,PO Box 64308
195342,Worthington,Garthland,wgarthland8z@usnews.com,false,2.61,124,PO Box 73259
153633,Miranda,Vasin,mvasin90@ocn.ne.jp,true,0.49,104,Room 1796
839824,Carling,Rubica,crubica91@nydailynews.com,true,2.76,100,12th Floor
261851,Renae,Majury,rmajury92@google.cn,true,1.62,119,Room 1528
761802,Maynord,Rowbury,mrowbury93@cisco.com,false,5.32,140,Apt 626
202821,Rica,Archibald,rarchibald94@domainmarket.com,true,9.35,4,13th Floor
603653,Ollie,Saltwell,osaltwell95@comcast.net,false,0.84,135,PO Box 37515
171382,Ferrell,Buney,fbuney96@vistaprint.com,true,0.91,53,2nd Floor
227616,Juliann,Keddy,jkeddy97@businessweek.com,true,5.3,79,Apt 1869
812875,Gratia,Cossor,gcossor98@nytimes.com,true,3.46,9,11th Floor
445478,Aloisia,Bass,abass99@hp.com,true,6.25,137,Suite 10
977675,Gery,Luddy,gluddy9a@xinhuanet.com,true,8.3,34,Room 226
